Orden,Tipo de contenedor,Tipo de contenedor normalizado,Modelo,Carga,Lote,Dirección,Barrio,Distrito,Latitud,Longitud,X,Y,Código de localización
10923,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Pablo Neruda, 59",Palomeras Sureste,Puente de Vallecas,40.382543456926,-3.64926584499,444889.175,4470419.503,CL_134_015
10924,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Pablo Neruda, 59",Palomeras Sureste,Puente de Vallecas,40.382543456926,-3.64926584499,444889.175,4470419.503,CL_134_015
10925,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Tierruca, 13",Portazgo,Puente de Vallecas,40.384941645043,-3.649601267932,444862.659,4470685.908,CT_135_006
10926,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Tierruca, 13",Portazgo,Puente de Vallecas,40.384941645043,-3.649601267932,444862.659,4470685.908,CT_135_006
10927,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Tierruca, 13",Portazgo,Puente de Vallecas,40.384941645043,-3.649601267932,444862.659,4470685.908,CT_135_006
10928,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Tierruca, 13",Portazgo,Puente de Vallecas,40.384941645043,-3.649601267932,444862.659,4470685.908,CT_135_006
10929,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Tierruca, 13",Portazgo,Puente de Vallecas,40.384941645043,-3.649601267932,444862.659,4470685.908,CT_135_006
10930,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Tierruca, 13",Portazgo,Puente de Vallecas,40.384941645043,-3.649601267932,444862.659,4470685.908,CT_135_006
10931,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Parma, 1",Piovera,Hortaleza,40.453549974356,-3.649303395167,444943.901,4478301.208,CS_162_035
10932,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Parma, 1",Piovera,Hortaleza,40.453549974356,-3.649303395167,444943.901,4478301.208,CS_162_035
10933,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Virgen del Sagrario, 19",La Concepción,Ciudad Lineal,40.437637680676,-3.650518978503,444827.818,4476535.703,CS_154_018
10934,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Virgen del Sagrario, 19",La Concepción,Ciudad Lineal,40.437637680676,-3.650518978503,444827.818,4476535.703,CS_154_018
10935,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Boecillo, 28",Canillas,Hortaleza,40.462345883249,-3.648774933418,444995.885,4479277.226,CL_163_065
10936,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Boecillo, 28",Canillas,Hortaleza,40.462345883249,-3.648774933418,444995.885,4479277.226,CL_163_065
10937,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Boecillo, 28",Canillas,Hortaleza,40.462345883249,-3.648774933418,444995.885,4479277.226,CL_163_065
10938,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Virgen del Val, 52",San Pascual,Ciudad Lineal,40.440010918671,-3.650097838945,444865.475,4476798.869,CS_155_047
10939,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Virgen del Val, 52",San Pascual,Ciudad Lineal,40.440010918671,-3.650097838945,444865.475,4476798.869,CS_155_047
10940,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Santa Adela, 15",Pinar del Rey,Hortaleza,40.477861097371,-3.649961572711,444907.96,4481000.161,CS_164_049
10941,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Moscatelar, 1",Canillas,Hortaleza,40.45723848535,-3.650788168214,444821.02,4478711.56,CL_163_061
10942,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Moscatelar, 1",Canillas,Hortaleza,40.45723848535,-3.650788168214,444821.02,4478711.56,CL_163_061
10943,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Moscatelar, 1",Canillas,Hortaleza,40.45723848535,-3.650788168214,444821.02,4478711.56,CL_163_061
10944,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Carlos Solé, 70",Portazgo,Puente de Vallecas,40.391846625092,-3.647873684865,445014.911,4471451.277,CS_135_027
10945,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Carlos Solé, 70",Portazgo,Puente de Vallecas,40.391846625092,-3.647873684865,445014.911,4471451.277,CS_135_027
10946,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Avenida Virgen del Carmen, 35",Pinar del Rey,Hortaleza,40.47505897459,-3.650667839645,444845.802,4480689.565,CS_164_033
10947,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Avenida Virgen del Carmen, 35",Pinar del Rey,Hortaleza,40.47505897459,-3.650667839645,444845.802,4480689.565,CS_164_033
10948,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Camino de los Vinateros, 99",Marroquina,Moratalaz,40.409273289121,-3.648412783582,444983.346,4473385.956,CS_143_014
10949,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Camino de los Vinateros, 99",Marroquina,Moratalaz,40.409273289121,-3.648412783582,444983.346,4473385.956,CS_143_014
10950,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Miranda de Arga, 8",Pinar del Rey,Hortaleza,40.475487103459,-3.649799070935,444919.794,4480736.545,CT_164_052
10951,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Miranda de Arga, 8",Pinar del Rey,Hortaleza,40.475487103459,-3.649799070935,444919.794,4480736.545,CT_164_052
10952,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Miranda de Arga, 8",Pinar del Rey,Hortaleza,40.475487103459,-3.649799070935,444919.794,4480736.545,CT_164_052
10953,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Miranda de Arga, 8",Pinar del Rey,Hortaleza,40.475487103459,-3.649799070935,444919.794,4480736.545,CT_164_052
10954,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Calle Miranda de Arga, 8",Pinar del Rey,Hortaleza,40.475487103459,-3.649799070935,444919.794,4480736.545,CT_164_052
10955,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Calle Miranda de Arga, 8",Pinar del Rey,Hortaleza,40.475487103459,-3.649799070935,444919.794,4480736.545,CT_164_052
10956,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Miranda de Arga, 8",Pinar del Rey,Hortaleza,40.475487103459,-3.649799070935,444919.794,4480736.545,CT_164_052
10957,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Pegaso, 4",Canillas,Hortaleza,40.463115300281,-3.649213788324,444959.306,4479362.905,CS_163_030
10958,Vidrio,Vidrio,V 3100 CS VACRI,Carga superior,2,"Calle Pegaso, 4",Canillas,Hortaleza,40.463115300281,-3.649213788324,444959.306,4479362.905,CS_163_030
10959,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Avenida Moratalaz, 143",Marroquina,Moratalaz,40.407147067931,-3.64777935389,445035.362,4473149.553,CL_143_049
10960,Restos,Restos,R 2750 CL,Carga lateral,2,"Avenida Moratalaz, 143",Marroquina,Moratalaz,40.407147067931,-3.64777935389,445035.362,4473149.553,CL_143_049
10961,Restos,Restos,R 2750 CL,Carga lateral,2,"Avenida Moratalaz, 143",Marroquina,Moratalaz,40.407147067931,-3.64777935389,445035.362,4473149.553,CL_143_049
10962,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Avenida Moratalaz, 143",Marroquina,Moratalaz,40.407147067931,-3.64777935389,445035.362,4473149.553,CL_143_049
10963,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Avenida Moratalaz, 143",Marroquina,Moratalaz,40.407147067931,-3.64777935389,445035.362,4473149.553,CL_143_049
10964,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Diego Ayllón, 15",San Juan Bautista,Ciudad Lineal,40.452016578142,-3.650191470993,444867.345,4478131.555,CS_156_051
10965,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Diego Ayllón, 15",San Juan Bautista,Ciudad Lineal,40.452016578142,-3.650191470993,444867.345,4478131.555,CS_156_051
10966,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Pintor Ignacio de Zuloaga, 5",Valdefuentes,Hortaleza,40.48448877956,-3.650013170299,444909.005,4481735.87,CS_166_175
10967,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Pintor Ignacio de Zuloaga, 5",Valdefuentes,Hortaleza,40.48448877956,-3.650013170299,444909.005,4481735.87,CS_166_175
10968,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Ángel Luis de la Herrán, 32",Pinar del Rey,Hortaleza,40.470011157548,-3.649791820046,444915.934,4480128.708,CL_164_023
10969,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Ángel Luis de la Herrán, 32",Pinar del Rey,Hortaleza,40.470011157548,-3.649791820046,444915.934,4480128.708,CL_164_023
10970,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Ángel Luis de la Herrán, 32",Pinar del Rey,Hortaleza,40.470011157548,-3.649791820046,444915.934,4480128.708,CL_164_023
10971,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Santa Genoveva, 22",Ventas,Ciudad Lineal,40.424814870825,-3.648658396466,444975.169,4475111.215,CS_151_009
10972,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Santa Genoveva, 22",Ventas,Ciudad Lineal,40.424814870825,-3.648658396466,444975.169,4475111.215,CS_151_009
10973,Restos,Restos,R 2750 CL,Carga lateral,2,"Avenida San Luis, 20",Pinar del Rey,Hortaleza,40.472966549932,-3.650058061056,444895.78,4480456.924,CL_164_081
10974,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Avenida San Luis, 20",Pinar del Rey,Hortaleza,40.472966549932,-3.650058061056,444895.78,4480456.924,CL_164_081
10975,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Avenida San Luis, 20",Pinar del Rey,Hortaleza,40.472966549932,-3.650058061056,444895.78,4480456.924,CL_164_081
10976,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Mohernando, 8",Portazgo,Puente de Vallecas,40.395749412386,-3.649052387912,444918.054,4471885.216,CS_135_053
10977,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Mohernando, 8",Portazgo,Puente de Vallecas,40.395749412386,-3.649052387912,444918.054,4471885.216,CS_135_053
10978,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Mohernando, 8",Portazgo,Puente de Vallecas,40.395749412386,-3.649052387912,444918.054,4471885.216,CS_135_053
10979,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Mohernando, 8",Portazgo,Puente de Vallecas,40.395749412386,-3.649052387912,444918.054,4471885.216,CS_135_053
10980,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Adra, 7",Portazgo,Puente de Vallecas,40.389979642351,-3.649563085096,444870.008,4471245.096,CT_135_001
10981,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Adra, 7",Portazgo,Puente de Vallecas,40.389979642351,-3.649563085096,444870.008,4471245.096,CT_135_001
10982,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Adra, 7",Portazgo,Puente de Vallecas,40.389979642351,-3.649563085096,444870.008,4471245.096,CT_135_001
10983,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Adra, 7",Portazgo,Puente de Vallecas,40.389979642351,-3.649563085096,444870.008,4471245.096,CT_135_001
10984,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Adra, 7",Portazgo,Puente de Vallecas,40.389979642351,-3.649563085096,444870.008,4471245.096,CT_135_001
10985,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Hermanos Gómez, 25",Ventas,Ciudad Lineal,40.431126830863,-3.649774931845,444885.607,4475812.536,CS_151_086
10986,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Hermanos Gómez, 25",Ventas,Ciudad Lineal,40.431126830863,-3.649774931845,444885.607,4475812.536,CS_151_086
10987,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Pedro Laborde, 56",Portazgo,Puente de Vallecas,40.38723610979,-3.649280696129,444891.739,4470940.391,CL_135_061
10988,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Pedro Laborde, 56",Portazgo,Puente de Vallecas,40.38723610979,-3.649280696129,444891.739,4470940.391,CL_135_061
10989,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Pedro Laborde, 56",Portazgo,Puente de Vallecas,40.38723610979,-3.649280696129,444891.739,4470940.391,CL_135_061
10990,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Pedro Laborde, 56",Portazgo,Puente de Vallecas,40.38723610979,-3.649280696129,444891.739,4470940.391,CL_135_061
10991,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Pedro Laborde, 56",Portazgo,Puente de Vallecas,40.38723610979,-3.649280696129,444891.739,4470940.391,CL_135_061
10992,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Camino Pozo del Tío Raimundo, 27",Casco histórico de Vallecas,Villa de Vallecas,40.371297422042,-3.647104659392,445063.488,4469169.864,CS_181_097
10993,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Pedro Laborde, 37",Portazgo,Puente de Vallecas,40.387482037039,-3.648907322034,444923.63,4470967.456,CS_135_068
10994,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Pedro Laborde, 37",Portazgo,Puente de Vallecas,40.387482037039,-3.648907322034,444923.63,4470967.456,CS_135_068
10995,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Pedro Laborde, 37",Portazgo,Puente de Vallecas,40.387482037039,-3.648907322034,444923.63,4470967.456,CS_135_068
10996,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Miguel Hernández, 114",Palomeras Sureste,Puente de Vallecas,40.380115113093,-3.648577164037,444945.655,4470149.531,CL_134_087
10997,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Miguel Hernández, 114",Palomeras Sureste,Puente de Vallecas,40.380115113093,-3.648577164037,444945.655,4470149.531,CL_134_087
10998,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Miguel Hernández, 114",Palomeras Sureste,Puente de Vallecas,40.380115113093,-3.648577164037,444945.655,4470149.531,CL_134_087
10999,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Miguel Hernández, 114",Palomeras Sureste,Puente de Vallecas,40.380115113093,-3.648577164037,444945.655,4470149.531,CL_134_087
11000,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle San Maximiliano, 71",Ventas,Ciudad Lineal,40.427401710914,-3.650164197562,444849.546,4475399.292,CL_151_121
11001,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle San Maximiliano, 71",Ventas,Ciudad Lineal,40.427401710914,-3.650164197562,444849.546,4475399.292,CL_151_121
11002,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle San Maximiliano, 71",Ventas,Ciudad Lineal,40.427401710914,-3.650164197562,444849.546,4475399.292,CL_151_121
11003,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Camino de los Vinateros, 78",Marroquina,Moratalaz,40.410001316612,-3.651108418328,444755.22,4473468.448,CS_143_005
11004,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Camino de los Vinateros, 78",Marroquina,Moratalaz,40.410001316612,-3.651108418328,444755.22,4473468.448,CS_143_005
11005,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Leira, 24",Canillas,Hortaleza,40.46558893126,-3.651738713805,444747.267,4479639.056,CL_163_069
11006,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Leira, 24",Canillas,Hortaleza,40.46558893126,-3.651738713805,444747.267,4479639.056,CL_163_069
11007,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Leira, 24",Canillas,Hortaleza,40.46558893126,-3.651738713805,444747.267,4479639.056,CL_163_069
11008,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Río Esgueva, 40",Canillas,Hortaleza,40.461776594525,-3.650535227209,444846.178,4479215.133,CL_163_058
11009,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Río Esgueva, 40",Canillas,Hortaleza,40.461776594525,-3.650535227209,444846.178,4479215.133,CL_163_058
11010,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Río Esgueva, 40",Canillas,Hortaleza,40.461776594525,-3.650535227209,444846.178,4479215.133,CL_163_058
11011,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Río Esgueva, 40",Canillas,Hortaleza,40.461776594525,-3.650535227209,444846.178,4479215.133,CL_163_058
11012,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Condesa de Venadito, 28",San Pascual,Ciudad Lineal,40.445878026222,-3.650998676843,444793.875,4477450.68,CS_155_024
11013,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Condesa de Venadito, 28",San Pascual,Ciudad Lineal,40.445878026222,-3.650998676843,444793.875,4477450.68,CS_155_024
11014,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Lago Calafate, 17",Portazgo,Puente de Vallecas,40.383746159129,-3.648764320326,444932.725,4470552.689,CL_135_080
11015,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Lago Calafate, 17",Portazgo,Puente de Vallecas,40.383746159129,-3.648764320326,444932.725,4470552.689,CL_135_080
11016,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Lago Calafate, 17",Portazgo,Puente de Vallecas,40.383746159129,-3.648764320326,444932.725,4470552.689,CL_135_080
11017,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Lago Calafate, 17",Portazgo,Puente de Vallecas,40.383746159129,-3.648764320326,444932.725,4470552.689,CL_135_080
11018,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Condesa de Venadito, 19",San Pascual,Ciudad Lineal,40.44670084898,-3.649508757768,444920.896,4477541.083,CS_155_023
11019,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Condesa de Venadito, 19",San Pascual,Ciudad Lineal,40.44670084898,-3.649508757768,444920.896,4477541.083,CS_155_023
11020,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Alcalde Álvarez de Villaamil, 7",Valdefuentes,Hortaleza,40.489606694817,-3.649483878941,444958.046,4482303.632,CS_166_222
11021,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Moscatelar, 15",Canillas,Hortaleza,40.457204155416,-3.648853306931,444985.046,4478706.542,CS_163_021
11022,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Moscatelar, 15",Canillas,Hortaleza,40.457204155416,-3.648853306931,444985.046,4478706.542,CS_163_021
11023,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Bahía de Algeciras, 4",Pinar del Rey,Hortaleza,40.47365772099,-3.650808381052,444832.742,4480534.113,CL_164_105
11024,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Bahía de Algeciras, 4",Pinar del Rey,Hortaleza,40.47365772099,-3.650808381052,444832.742,4480534.113,CL_164_105
11025,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Bahía de Algeciras, 4",Pinar del Rey,Hortaleza,40.47365772099,-3.650808381052,444832.742,4480534.113,CL_164_105
11026,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 87",Marroquina,Moratalaz,40.409400027008,-3.648788891138,444951.537,4473400.258,CL_143_044
11027,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 87",Marroquina,Moratalaz,40.409400027008,-3.648788891138,444951.537,4473400.258,CL_143_044
11028,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 87",Marroquina,Moratalaz,40.409400027008,-3.648788891138,444951.537,4473400.258,CL_143_044
11029,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Santa Felicidad, 37",Ventas,Ciudad Lineal,40.424607969218,-3.650404632853,444826.868,4475089.338,CS_151_034
11030,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Santa Felicidad, 37",Ventas,Ciudad Lineal,40.424607969218,-3.650404632853,444826.868,4475089.338,CS_151_034
11031,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Santa Felicidad, 37",Ventas,Ciudad Lineal,40.424607969218,-3.650404632853,444826.868,4475089.338,CS_151_034
11032,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Miguel Hernández, 114",Palomeras Sureste,Puente de Vallecas,40.380136045884,-3.648526543304,444949.969,4470151.823,CS_134_047
11033,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Avenida Miguel Hernández, 114",Palomeras Sureste,Puente de Vallecas,40.380136045884,-3.648526543304,444949.969,4470151.823,CS_134_047
11034,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Arroyo del Olivar, 83",Portazgo,Puente de Vallecas,40.388334568337,-3.650802194774,444763.497,4471063.268,CL_135_038
11035,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Arroyo del Olivar, 83",Portazgo,Puente de Vallecas,40.388334568337,-3.650802194774,444763.497,4471063.268,CL_135_038
11036,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Arroyo del Olivar, 83",Portazgo,Puente de Vallecas,40.388334568337,-3.650802194774,444763.497,4471063.268,CL_135_038
11037,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Ulises, 65",Canillas,Hortaleza,40.458543288232,-3.649385976054,444940.975,4478855.518,CL_163_010
11038,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Ulises, 65",Canillas,Hortaleza,40.458543288232,-3.649385976054,444940.975,4478855.518,CL_163_010
11039,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Ulises, 65",Canillas,Hortaleza,40.458543288232,-3.649385976054,444940.975,4478855.518,CL_163_010
11040,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Río Negro, 28",Portazgo,Puente de Vallecas,40.387008129018,-3.650088222197,444823.013,4470915.589,CS_135_055
11041,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Río Negro, 28",Portazgo,Puente de Vallecas,40.387008129018,-3.650088222197,444823.013,4470915.589,CS_135_055
11042,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Carretera Canillas, 35",Canillas,Hortaleza,40.462994132548,-3.648293491845,445037.231,4479348.882,CS_163_011
11043,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Carretera Canillas, 35",Canillas,Hortaleza,40.462994132548,-3.648293491845,445037.231,4479348.882,CS_163_011
11044,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Moscatelar, 2",Piovera,Hortaleza,40.457071411572,-3.650088868967,444880.176,4478692.578,CL_162_018
11045,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Moscatelar, 2",Piovera,Hortaleza,40.457071411572,-3.650088868967,444880.176,4478692.578,CL_162_018
11046,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Moscatelar, 2",Piovera,Hortaleza,40.457071411572,-3.650088868967,444880.176,4478692.578,CL_162_018
11047,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Moscatelar, 2",Piovera,Hortaleza,40.457071411572,-3.650088868967,444880.176,4478692.578,CL_162_018
11048,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Moscatelar, 2",Piovera,Hortaleza,40.457071411572,-3.650088868967,444880.176,4478692.578,CL_162_018
11049,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Parma, 4",Piovera,Hortaleza,40.454134206131,-3.649244402333,444949.38,4478366.021,CL_162_005
11050,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Parma, 4",Piovera,Hortaleza,40.454134206131,-3.649244402333,444949.38,4478366.021,CL_162_005
11051,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Parma, 4",Piovera,Hortaleza,40.454134206131,-3.649244402333,444949.38,4478366.021,CL_162_005
11052,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Villalobos, 91",Palomeras Sureste,Puente de Vallecas,40.380802513297,-3.649807194793,444841.804,4470226.598,CL_134_135
11053,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Villalobos, 91",Palomeras Sureste,Puente de Vallecas,40.380802513297,-3.649807194793,444841.804,4470226.598,CL_134_135
11054,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Villalobos, 91",Palomeras Sureste,Puente de Vallecas,40.380802513297,-3.649807194793,444841.804,4470226.598,CL_134_135
11055,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Villalobos, 91",Palomeras Sureste,Puente de Vallecas,40.380802513297,-3.649807194793,444841.804,4470226.598,CL_134_135
11056,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Villalobos, 91",Palomeras Sureste,Puente de Vallecas,40.380802513297,-3.649807194793,444841.804,4470226.598,CL_134_135
11057,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Villalobos, 91",Palomeras Sureste,Puente de Vallecas,40.380802513297,-3.649807194793,444841.804,4470226.598,CL_134_135
11058,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle José María Pereda, 13",Ventas,Ciudad Lineal,40.431972193207,-3.648266567966,445014.237,4475905.431,CS_151_015
11059,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle José María Pereda, 13",Ventas,Ciudad Lineal,40.431972193207,-3.648266567966,445014.237,4475905.431,CS_151_015
11060,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Adrada de Haza, 22",Portazgo,Puente de Vallecas,40.390634473804,-3.648769432795,444937.901,4471317.287,CL_135_092
11061,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Adrada de Haza, 22",Portazgo,Puente de Vallecas,40.390634473804,-3.648769432795,444937.901,4471317.287,CL_135_092
11062,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Adrada de Haza, 22",Portazgo,Puente de Vallecas,40.390634473804,-3.648769432795,444937.901,4471317.287,CL_135_092
11063,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Adrada de Haza, 22",Portazgo,Puente de Vallecas,40.390634473804,-3.648769432795,444937.901,4471317.287,CL_135_092
11064,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Moscatelar, 1",Canillas,Hortaleza,40.457230434541,-3.650398639228,444854.041,4478710.423,CS_163_054
11065,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Moscatelar, 1",Canillas,Hortaleza,40.457230434541,-3.650398639228,444854.041,4478710.423,CS_163_054
11066,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 98",Marroquina,Moratalaz,40.409777696426,-3.650711027687,444788.755,4473443.378,CL_143_092
11067,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 98",Marroquina,Moratalaz,40.409777696426,-3.650711027687,444788.755,4473443.378,CL_143_092
