Orden,Tipo de contenedor,Tipo de contenedor normalizado,Modelo,Carga,Lote,Dirección,Barrio,Distrito,Latitud,Longitud,X,Y,Código de localización
43413,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Camino Cruces, 29",Buenavista,Carabanchel,40.368738766856,-3.76114473358,435379.427,4468962.928,CL_116_038
43414,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Camino Cruces, 29",Buenavista,Carabanchel,40.368738766856,-3.76114473358,435379.427,4468962.928,CL_116_038
43415,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Moreja, 11",Orcasur,Usera,40.368052019454,-3.698210676768,440721.921,4468842.624,CL_122_019
43416,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Moreja, 11",Orcasur,Usera,40.368052019454,-3.698210676768,440721.921,4468842.624,CL_122_019
43417,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Moreja, 11",Orcasur,Usera,40.368052019454,-3.698210676768,440721.921,4468842.624,CL_122_019
43418,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Orcasur, 33",Orcasur,Usera,40.369671546392,-3.700888056986,440496.034,4469024.187,CL_122_012
43419,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Orcasur, 33",Orcasur,Usera,40.369671546392,-3.700888056986,440496.034,4469024.187,CL_122_012
43420,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Orcasur, 33",Orcasur,Usera,40.369671546392,-3.700888056986,440496.034,4469024.187,CL_122_012
43421,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Orcasur, 33",Orcasur,Usera,40.369671546392,-3.700888056986,440496.034,4469024.187,CL_122_012
43422,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Orcasur, 33",Orcasur,Usera,40.369671546392,-3.700888056986,440496.034,4469024.187,CL_122_012
43423,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Orcasur, 33",Orcasur,Usera,40.369671546392,-3.700888056986,440496.034,4469024.187,CL_122_012
43424,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Anoeta, 65",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350512897945,-3.703726706081,440238.121,4466899.519,CL_171_059
43425,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Anoeta, 65",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350512897945,-3.703726706081,440238.121,4466899.519,CL_171_059
43426,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Anoeta, 65",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350512897945,-3.703726706081,440238.121,4466899.519,CL_171_059
43427,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Rafaela Ybarra, 80",Orcasitas,Usera,40.37059056811,-3.712445101048,439515.678,4469134.036,CS_121_005
43428,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Rafaela Ybarra, 80",Orcasitas,Usera,40.37059056811,-3.712445101048,439515.678,4469134.036,CS_121_005
43429,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Avenida Rafaela Ybarra, 80",Orcasitas,Usera,40.37059056811,-3.712445101048,439515.678,4469134.036,CS_121_005
43430,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Expropiación, 10",Orcasitas,Usera,40.370420466798,-3.704875121852,440158.2,4469110.006,CL_121_016
43431,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Expropiación, 10",Orcasitas,Usera,40.370420466798,-3.704875121852,440158.2,4469110.006,CL_121_016
43432,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Expropiación, 10",Orcasitas,Usera,40.370420466798,-3.704875121852,440158.2,4469110.006,CL_121_016
43433,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle San Luciano, 5",Ángeles,Villaverde,40.36329725908,-3.69890085087,440659.155,4468315.315,CS_175_067
43434,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle San Luciano, 5",Ángeles,Villaverde,40.36329725908,-3.69890085087,440659.155,4468315.315,CS_175_067
43435,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Puebla de Sanabria, 15",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.352028935994,-3.709127094018,439780.854,4467071.458,CL_171_072
43436,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Puebla de Sanabria, 15",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.352028935994,-3.709127094018,439780.854,4467071.458,CL_171_072
43437,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Puebla de Sanabria, 15",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.352028935994,-3.709127094018,439780.854,4467071.458,CL_171_072
43438,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Puebla de Sanabria, 15",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.352028935994,-3.709127094018,439780.854,4467071.458,CL_171_072
43439,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 29",Ángeles,Villaverde,40.360602616199,-3.6974314493,440781.559,4468015.229,CL_175_050
43440,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 29",Ángeles,Villaverde,40.360602616199,-3.6974314493,440781.559,4468015.229,CL_175_050
43441,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 29",Ángeles,Villaverde,40.360602616199,-3.6974314493,440781.559,4468015.229,CL_175_050
43442,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Anoeta, 43",Ángeles,Villaverde,40.351482401679,-3.701269987578,440447.605,4467005.476,CL_175_042
43443,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Anoeta, 43",Ángeles,Villaverde,40.351482401679,-3.701269987578,440447.605,4467005.476,CL_175_042
43444,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Anoeta, 43",Ángeles,Villaverde,40.351482401679,-3.701269987578,440447.605,4467005.476,CL_175_042
43445,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle San Jenaro, 2",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.349567686073,-3.704618888866,440161.519,4466795.205,CS_171_036
43446,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle San Jenaro, 2",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.349567686073,-3.704618888866,440161.519,4466795.205,CS_171_036
43447,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 47",Pradolongo,Usera,40.380524593621,-3.703195526887,440309.711,4470230.417,CL_127_009
43448,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 47",Pradolongo,Usera,40.380524593621,-3.703195526887,440309.711,4470230.417,CL_127_009
43449,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 47",Pradolongo,Usera,40.380524593621,-3.703195526887,440309.711,4470230.417,CL_127_009
43450,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Gran Avenida, 19",Orcasitas,Usera,40.369998536234,-3.708170581543,439878.048,4469065.407,CL_121_014
43451,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Gran Avenida, 19",Orcasitas,Usera,40.369998536234,-3.708170581543,439878.048,4469065.407,CL_121_014
43452,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Gran Avenida, 19",Orcasitas,Usera,40.369998536234,-3.708170581543,439878.048,4469065.407,CL_121_014
43453,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Gran Avenida, 19",Orcasitas,Usera,40.369998536234,-3.708170581543,439878.048,4469065.407,CL_121_014
43454,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Mirasierra, 28",Moscardo,Usera,40.389767068788,-3.706178231797,440064.717,4471258.34,CL_125_040
43455,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Mirasierra, 28",Moscardo,Usera,40.389767068788,-3.706178231797,440064.717,4471258.34,CL_125_040
43456,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Mirasierra, 28",Moscardo,Usera,40.389767068788,-3.706178231797,440064.717,4471258.34,CL_125_040
43457,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Mirasierra, 28",Moscardo,Usera,40.389767068788,-3.706178231797,440064.717,4471258.34,CL_125_040
43458,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Cristo de la Victoria, 108",Pradolongo,Usera,40.379819496529,-3.704749420217,440177.185,4470153.202,CS_127_002
43459,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Cristo de la Victoria, 108",Pradolongo,Usera,40.379819496529,-3.704749420217,440177.185,4470153.202,CS_127_002
43460,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Doctor Martín Arévalo, 30",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.3464410826,-3.705543481846,440080.232,4466448.783,CL_171_051
43461,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Doctor Martín Arévalo, 30",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.3464410826,-3.705543481846,440080.232,4466448.783,CL_171_051
43462,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Doctor Martín Arévalo, 30",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.3464410826,-3.705543481846,440080.232,4466448.783,CL_171_051
43463,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Manola y Rosario, 13",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343234138281,-3.713312347599,439417.57,4466098.107,CL_171_093
43464,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Manola y Rosario, 13",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343234138281,-3.713312347599,439417.57,4466098.107,CL_171_093
43465,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Manola y Rosario, 13",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343234138281,-3.713312347599,439417.57,4466098.107,CL_171_093
43466,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Manola y Rosario, 13",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343234138281,-3.713312347599,439417.57,4466098.107,CL_171_093
43467,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle General Marva, 60",Moscardo,Usera,40.389325336084,-3.710610465244,439688.144,4471212.322,CL_125_033
43468,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle General Marva, 60",Moscardo,Usera,40.389325336084,-3.710610465244,439688.144,4471212.322,CL_125_033
43469,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle General Marva, 60",Moscardo,Usera,40.389325336084,-3.710610465244,439688.144,4471212.322,CL_125_033
43470,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Alfredo Aleix, 38",Buenavista,Carabanchel,40.36828182185,-3.756760635486,435751.203,4468909.014,CL_116_030
43471,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Alfredo Aleix, 38",Buenavista,Carabanchel,40.36828182185,-3.756760635486,435751.203,4468909.014,CL_116_030
43472,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Alfredo Aleix, 38",Buenavista,Carabanchel,40.36828182185,-3.756760635486,435751.203,4468909.014,CL_116_030
43473,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 106",Pradolongo,Usera,40.379845383437,-3.704701495864,440181.276,4470156.043,CL_127_005
43474,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 106",Pradolongo,Usera,40.379845383437,-3.704701495864,440181.276,4470156.043,CL_127_005
43475,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 106",Pradolongo,Usera,40.379845383437,-3.704701495864,440181.276,4470156.043,CL_127_005
43476,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 128",Pradolongo,Usera,40.379122701785,-3.706769459155,440005.094,4470077.227,CL_127_010
43477,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 128",Pradolongo,Usera,40.379122701785,-3.706769459155,440005.094,4470077.227,CL_127_010
43478,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 128",Pradolongo,Usera,40.379122701785,-3.706769459155,440005.094,4470077.227,CL_127_010
43479,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 128",Pradolongo,Usera,40.379122701785,-3.706769459155,440005.094,4470077.227,CL_127_010
43480,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 128",Pradolongo,Usera,40.379122701785,-3.706769459155,440005.094,4470077.227,CL_127_010
43481,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Menasalbas, 8",Ángeles,Villaverde,40.363214265629,-3.696604475256,440854.06,4468304.565,CS_175_049
43482,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Menasalbas, 8",Ángeles,Villaverde,40.363214265629,-3.696604475256,440854.06,4468304.565,CS_175_049
43483,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Calesas, 6",Moscardo,Usera,40.390860166329,-3.704812600891,440181.59,4471378.748,CL_125_053
43484,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Calesas, 6",Moscardo,Usera,40.390860166329,-3.704812600891,440181.59,4471378.748,CL_125_053
43485,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Calesas, 6",Moscardo,Usera,40.390860166329,-3.704812600891,440181.59,4471378.748,CL_125_053
43486,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Calesas, 6",Moscardo,Usera,40.390860166329,-3.704812600891,440181.59,4471378.748,CL_125_053
43487,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Calesas, 6",Moscardo,Usera,40.390860166329,-3.704812600891,440181.59,4471378.748,CL_125_053
43488,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Puebla de Sanabria, 5",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350239096623,-3.712779775282,439469.065,4466875.281,CS_171_032
43489,Restos,Restos,R 2750 CL,Carga lateral,3,"Camino Cruces, 41",Buenavista,Carabanchel,40.367851649964,-3.762023010421,435304.013,4468865.101,CL_116_042
43490,Restos,Restos,R 2750 CL,Carga lateral,3,"Camino Cruces, 41",Buenavista,Carabanchel,40.367851649964,-3.762023010421,435304.013,4468865.101,CL_116_042
43491,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Camino Cruces, 41",Buenavista,Carabanchel,40.367851649964,-3.762023010421,435304.013,4468865.101,CL_116_042
43492,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Camino Cruces, 41",Buenavista,Carabanchel,40.367851649964,-3.762023010421,435304.013,4468865.101,CL_116_042
43493,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Nuestra Señora de Fátima, 69",Vista Alegre,Carabanchel,40.382655684796,-3.747640980848,436538.954,4470497.914,CL_114_073
43494,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Nuestra Señora de Fátima, 69",Vista Alegre,Carabanchel,40.382655684796,-3.747640980848,436538.954,4470497.914,CL_114_073
43495,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Nuestra Señora de Fátima, 69",Vista Alegre,Carabanchel,40.382655684796,-3.747640980848,436538.954,4470497.914,CL_114_073
43496,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Eduardo Rivas, 23",Comillas,Carabanchel,40.391100687178,-3.712938457007,439492.147,4471410.975,CL_111_071
43497,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Eduardo Rivas, 23",Comillas,Carabanchel,40.391100687178,-3.712938457007,439492.147,4471410.975,CL_111_071
43498,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Eduardo Rivas, 23",Comillas,Carabanchel,40.391100687178,-3.712938457007,439492.147,4471410.975,CL_111_071
43499,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 118",Ángeles,Villaverde,40.353321981238,-3.698701760086,440667.315,4467207.941,CL_175_052
43500,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 118",Ángeles,Villaverde,40.353321981238,-3.698701760086,440667.315,4467207.941,CL_175_052
43501,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 118",Ángeles,Villaverde,40.353321981238,-3.698701760086,440667.315,4467207.941,CL_175_052
43502,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 118",Ángeles,Villaverde,40.353321981238,-3.698701760086,440667.315,4467207.941,CL_175_052
43503,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 118",Ángeles,Villaverde,40.353321981238,-3.698701760086,440667.315,4467207.941,CL_175_052
43504,Restos,Restos,R 2750 CL,Carga lateral,3,"Travesía Arechavaleta, 5",Ángeles,Villaverde,40.35070374627,-3.697817944332,440740.076,4466916.729,CL_175_103
43505,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Travesía Arechavaleta, 5",Ángeles,Villaverde,40.35070374627,-3.697817944332,440740.076,4466916.729,CL_175_103
43506,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Travesía Arechavaleta, 5",Ángeles,Villaverde,40.35070374627,-3.697817944332,440740.076,4466916.729,CL_175_103
43507,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Nuestra Señora de Fátima, 91",Vista Alegre,Carabanchel,40.379779399947,-3.748738213423,436443.115,4470179.437,CL_114_079
43508,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Nuestra Señora de Fátima, 91",Vista Alegre,Carabanchel,40.379779399947,-3.748738213423,436443.115,4470179.437,CL_114_079
43509,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Nuestra Señora de Fátima, 91",Vista Alegre,Carabanchel,40.379779399947,-3.748738213423,436443.115,4470179.437,CL_114_079
43510,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Virgen de los Desamparados, 22",Ángeles,Villaverde,40.350623745756,-3.700680411158,440496.918,4466909.77,CT_175_006
43511,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Virgen de los Desamparados, 22",Ángeles,Villaverde,40.350623745756,-3.700680411158,440496.918,4466909.77,CT_175_006
43512,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Virgen de los Desamparados, 22",Ángeles,Villaverde,40.350623745756,-3.700680411158,440496.918,4466909.77,CT_175_006
43513,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Virgen de los Desamparados, 22",Ángeles,Villaverde,40.350623745756,-3.700680411158,440496.918,4466909.77,CT_175_006
43514,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Virgen de los Desamparados, 22",Ángeles,Villaverde,40.350623745756,-3.700680411158,440496.918,4466909.77,CT_175_006
43515,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Virgen de los Desamparados, 22",Ángeles,Villaverde,40.350623745756,-3.700680411158,440496.918,4466909.77,CT_175_006
43516,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Menasalbas, 13",Ángeles,Villaverde,40.363145991666,-3.696627374782,440852.056,4468297.002,CL_175_082
43517,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Menasalbas, 13",Ángeles,Villaverde,40.363145991666,-3.696627374782,440852.056,4468297.002,CL_175_082
43518,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Menasalbas, 13",Ángeles,Villaverde,40.363145991666,-3.696627374782,440852.056,4468297.002,CL_175_082
43519,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Menasalbas, 13",Ángeles,Villaverde,40.363145991666,-3.696627374782,440852.056,4468297.002,CL_175_082
43520,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Menasalbas, 13",Ángeles,Villaverde,40.363145991666,-3.696627374782,440852.056,4468297.002,CL_175_082
43521,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Menasalbas, 13",Ángeles,Villaverde,40.363145991666,-3.696627374782,440852.056,4468297.002,CL_175_082
43522,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Camino Cruces, 13",Buenavista,Carabanchel,40.370864025498,-3.758600766334,435597.433,4469196.974,CS_116_025
43523,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Camino Cruces, 13",Buenavista,Carabanchel,40.370864025498,-3.758600766334,435597.433,4469196.974,CS_116_025
43524,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Anoeta, 28",Ángeles,Villaverde,40.352455001843,-3.699803394963,440573.004,4467112.447,CL_175_038
43525,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Anoeta, 28",Ángeles,Villaverde,40.352455001843,-3.699803394963,440573.004,4467112.447,CL_175_038
43526,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Anoeta, 28",Ángeles,Villaverde,40.352455001843,-3.699803394963,440573.004,4467112.447,CL_175_038
43527,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Aguacate, 56",Buenavista,Carabanchel,40.369642835956,-3.744277937918,436812.262,4469051.093,CS_116_035
43528,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Federico Grases, 23",Puerta Bonita,Carabanchel,40.376782217369,-3.746139203502,436660.928,4469844.888,CL_115_078
43529,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Federico Grases, 23",Puerta Bonita,Carabanchel,40.376782217369,-3.746139203502,436660.928,4469844.888,CL_115_078
43530,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Federico Grases, 23",Puerta Bonita,Carabanchel,40.376782217369,-3.746139203502,436660.928,4469844.888,CL_115_078
43531,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Mascaraque, 25",Buenavista,Carabanchel,40.374247346246,-3.758492100101,435609.879,4469572.44,CT_116_057
